extension,File Format,count,NARA Format ID
drb,8-bit ASCII Text,1,
tweete,Unidentified,1,
_1983_,Unidentified,1,
_ameli,Unidentified,1,
_fmd%2,Unidentified,1,
yieldm,Unidentified,1,
rea-{8,Unidentified,1,
op-{89,Unidentified,1,
bogfil,EBCDIC-US,1,
_piee,Unidentified,1,
2645,Unidentified,1,
helpin,8-bit ASCII Text,1,
Mar-77,Unidentified,1,
577625,Unidentified,1,
t-{8c0,Unidentified,1,
breitb,Unidentified,1,
dat-{8,Unidentified,1,
_t350u,Unidentified,1,
ppt-{6,Unidentified,1,
833252,Unidentified,1,
_000_1,Unidentified,1,
log-{6,Unidentified,1,
lnk-{8,Unidentified,1,
_~wrl3,Unidentified,1,
y90dic,8-bit ASCII Text,1,
covera,Unidentified,1,
721354,Unidentified,1,
_card-,Unidentified,1,
txt-{8,Unidentified,1,
jar-4b,Unidentified,1,
08_tfb,Unidentified,1,
_439_2,Unidentified,1,
fslds7,EBCDIC-US,1,
ny2975,EBCDIC-US,1,
d10042,Unidentified,1,
txt-{6,Unidentified,1,
wa014,8-bit ASCII Text,1,
jpg,Adobe Photoshop,1,
527,WordPerfect for MS-DOS Document (5.0),1,
t-{69d,Unidentified,1,
com;ti,Unidentified,1,
_000_5,Unidentified,1,
scis03,EBCDIC-US,1,
m40,Unidentified,1,
bo2,WordPerfect for MS-DOS/Windows Document (6.0),1,
do-{60,Unidentified,1,
_001_2,Unidentified,1,
000515,Unidentified,1,
bn37,EBCDIC-US,1,
_count,Unidentified,1,
jpg-{6,Unidentified,1,
aspx%2,Unidentified,1,
app96s,8-bit ASCII Text,1,
sol-{6,Unidentified,1,
d11032,Unidentified,1,
wa008,8-bit ASCII Text,1,
20140%,Unidentified,1,
_09101,Unidentified,1,
thesmo,Unidentified,1,
06_nrc,Unidentified,1,
jpg-{6,Unidentified,1,
spec-{,Unidentified,1,
com_pe,Unidentified,1,
_robot,Unidentified,1,
deerpa,Unidentified,1,
_nara,Unidentified,1,
pol-{8,Unidentified,1,
htm_pa,Unidentified,1,
com%26,Unidentified,1,
htm-{6,Unidentified,1,
dp[2],Unidentified,1,
tx-{89,Unidentified,1,
log-{6,Unidentified,1,
cp0001,Unidentified,1,
2013_s,Unidentified,1,
ut031,8-bit ASCII Text,1,
html%2,Unidentified,1,
gif-{6,Unidentified,1,
jap82,EBCDIC-US,1,
jsonrp,Unidentified,1,
d10021,Unidentified,1,
d09052,Unidentified,1,
2.6088,Unidentified,1,
timeso,Unidentified,1,
txt-{8,Unidentified,1,
_paint,Unidentified,1,
_wv%20,Unidentified,1,
q612,EBCDIC-US,1,
395538,Unidentified,1,
ms83,Unidentified,1,
#NAME?,Unidentified,1,
d-{69d,Unidentified,1,
-{69d4,Unidentified,1,
9%201-,Unidentified,1,
app96t,8-bit ASCII Text,1,
2%26ip,Unidentified,1,
ini-{6,Unidentified,1,
3;sz=3,Unidentified,1,
com_pe,Unidentified,1,
lnk-{8,Unidentified,1,
_1-05_,Unidentified,1,
jpg-{6,Unidentified,1,
ptfile,8-bit ASCII Text,1,
-{69d4,Unidentified,1,
_icymi,Unidentified,1,
dailym,Unidentified,1,
w300h4,Unidentified,1,
aqs,Unidentified,1,
mi014,8-bit ASCII Text,1,
pu77,Unidentified,1,
_000_6,Unidentified,1,
85%20m,Unidentified,1,
-{89dd,Unidentified,1,
ini-{6,Unidentified,1,
txt-{6,Unidentified,1,
lnk-{6,Unidentified,1,
do-{c9,Unidentified,1,
lnk-{8,Unidentified,1,
com;ti,Unidentified,1,
mcst08,EBCDIC-US,1,
pol-{6,Unidentified,1,
burstn,Unidentified,1,
%20spe,Unidentified,1,
_08131,Unidentified,1,
oaca74,EBCDIC-US,1,
mi008,8-bit ASCII Text,1,
_ltr-s,Unidentified,1,
_01683,Unidentified,1,
samt06,EBCDIC-US,1,
pip-{6,Unidentified,1,
"2260,",Unidentified,1,
js-{69,Unidentified,1,
sbusin,8-bit ASCII Text,1,
fer,Unidentified,1,
xml;pt,Unidentified,1,
com-no,Unidentified,1,
c-{69d,Unidentified,1,
bud96p,8-bit ASCII Text,1,
de-{c9,Unidentified,1,
c15ssh,EBCDIC-US,1,
com%25,Unidentified,1,
acl-{6,Unidentified,1,
area52,Unidentified,1,
ch-{69,Unidentified,1,
t-{69d,Unidentified,1,
newman,Unidentified,1,
"_wood,",Unidentified,1,
_cover,Unidentified,1,
prefs_,Unidentified,1,
06-Apr,Unidentified,1,
201737,Unidentified,1,
pointr,Unidentified,1,
tif-{6,Unidentified,1,
usor3y,8-bit ASCII Text,1,
doc-{c,Unidentified,1,
l-{c99,Unidentified,1,
xl-{8c,Unidentified,1,
-{69d4,Unidentified,1,
_oa%20,Unidentified,1,
_progr,Unidentified,1,
tim85,EBCDIC-US,1,
a17,Unidentified,1,
_05031,Unidentified,1,
-{69d4,Unidentified,1,
t-{69d,Unidentified,1,
shadow,Unidentified,1,
epas r,Acrobat PDF 1.3 - Portable Document Format (1.3),1,
htm%26,Unidentified,1,
d-{608,Unidentified,1,
bridge,Unidentified,1,
pdf-{e,Unidentified,1,
din,WordPerfect for MS-DOS/Windows Document (5.1),1,
txt-{6,Unidentified,1,
txt-{8,Unidentified,1,
com%26,Unidentified,1,
253328,Unidentified,1,
_speci,Unidentified,1,
strces,EBCDIC-US,1,
_0968e,Unidentified,1,
75%26l,Unidentified,1,
specif,Unidentified,1,
_ms%20,Unidentified,1,
_wh06x,Unidentified,1,
_000_5,Unidentified,1,
_kino%,Unidentified,1,
js-{69,Unidentified,1,
lnk-{6,Unidentified,1,
txt-{6,Unidentified,1,
-{69d4,Unidentified,1,
_kos_k,Unidentified,1,
_figur,Unidentified,1,
d09070,Unidentified,1,
msarco,EBCDIC-US,1,
lat,WordPerfect for MS-DOS Document (5.0),1,
_hot!%,Unidentified,1,
html;k,Unidentified,1,
_secur,Unidentified,1,
bin-{6,Unidentified,1,
ktl,Unidentified,1,
07_not,Unidentified,1,
nation,Unidentified,1,
n90w1,EBCDIC-US,1,
_439_2,Unidentified,1,
rcd,WordPerfect for MS-DOS/Windows Document (6.0),1,
ln-{3f,Unidentified,1,
js-{69,Unidentified,1,
v37_06,Unidentified,1,
url-{6,Unidentified,1,
65%26i,Unidentified,1,
tx-{69,Unidentified,1,
washga,Unidentified,1,
1916,Unidentified,1,
sigcat,8-bit ASCII Text,1,
-{6084,Unidentified,1,
981689,Unidentified,1,
nytim-,Unidentified,1,
t-{69d,Unidentified,1,
2194_c,Unidentified,1,
_suzy,Unidentified,1,
retail,Unidentified,1,
tariff,8-bit ASCII Text,1,
txt-{6,Unidentified,1,
pop91,EBCDIC-US,1,
ca5075,8-bit ASCII Text,1,
com_pe,Unidentified,1,
air,EBCDIC-US,1,
-{69d4,Unidentified,1,
5159;d,Unidentified,1,
myd-{6,Unidentified,1,
_new%2,Unidentified,1,
css-{6,Unidentified,1,
old,Microsoft Word for Windows Document (97-2003),1,
htt-{8,Unidentified,1,
mo007,8-bit ASCII Text,1,
-{6084,Unidentified,1,
000487,Unidentified,1,
-{69d4,Unidentified,1,
jpg-{8,Unidentified,1,
tx-{60,Unidentified,1,
m6a,Unidentified,1,
retr,8-bit ASCII Text,1,
inv,EBCDIC-US,1,
sol-{6,Unidentified,1,
wamt07,EBCDIC-US,1,
jpg-{6,Unidentified,1,
do3,Unidentified,1,
ahl,Unidentified,1,
nipb68,Unidentified,1,
com;ti,Unidentified,1,
-{69d4,Unidentified,1,
144575,Unidentified,1,
g-{69d,Unidentified,1,
t-{89d,Unidentified,1,
-{69d4,Unidentified,1,
-{c991,Unidentified,1,
cv3b,8-bit ASCII Text,1,
l-{89d,Unidentified,1,
search,Unidentified,1,
txt-{8,Unidentified,1,
tx-{69,Unidentified,1,
txt-{6,Unidentified,1,
000547,Unidentified,1,
t-{69d,Unidentified,1,
evac,8-bit ASCII Text,1,
_001_1,Unidentified,1,
_dr-10,Unidentified,1,
_cover,Unidentified,1,
_439_2,Unidentified,1,
y63,EBCDIC-US,1,
format,EBCDIC-US,1,
_inaug,Unidentified,1,
pointr,Unidentified,1,
tfassi,Unidentified,1,
z41,Unidentified,1,
_stone,Unidentified,1,
odivox,Unidentified,1,
so-{69,Unidentified,1,
dic-{6,Unidentified,1,
_hallo,Unidentified,1,
com_pe,Unidentified,1,
_arrow,Unidentified,1,
_usa%2,Unidentified,1,
10_bes,Unidentified,1,
txt-{6,Unidentified,1,
ini-{6,Unidentified,1,
8a301c,Unidentified,1,
q2s4,8-bit ASCII Text,1,
_vha_b,Unidentified,1,
y1989,Unidentified,1,
jp-{69,Unidentified,1,
_10-11,Unidentified,1,
_weide,Unidentified,1,
119558,Unidentified,1,
ad-{69,Unidentified,1,
%20(mi,Unidentified,1,
telegr,Unidentified,1,
adg-{6,Unidentified,1,
-{69d4,Unidentified,1,
%20geo,Unidentified,1,
lst-{6,Unidentified,1,
budacc,Unidentified,1,
q20020,8-bit ASCII Text,1,
_000_5,Unidentified,1,
lnk-{6,Unidentified,1,
drudge,Unidentified,1,
nytime,Unidentified,1,
nebras,8-bit ASCII Text,1,
-{69d4,Unidentified,1,
768988,Unidentified,1,
wv,WavPack compressed Audio file,1,
local6,Unidentified,1,
-{69d4,Unidentified,1,
-{69d4,Unidentified,1,
me2,WordPerfect for MS-DOS Document (5.0),1,
yieldm,Unidentified,1,
dat-{6,Unidentified,1,
m201,EBCDIC-US,1,
tx-{69,Unidentified,1,
jpg-{6,Unidentified,1,
cp0019,Unidentified,1,
css-{6,Unidentified,1,
politi,Unidentified,1,
com;ti,Unidentified,1,
c00,Print file (Ventura Publisher); WinAce Split Archive file,1,
08_fi,Unidentified,1,
_csb%2,Unidentified,1,
_stlsv,Unidentified,1,
cit194,8-bit ASCII Text,1,
tx-{c9,Unidentified,1,
xm-{69,Unidentified,1,
lnk-{6,Unidentified,1,
363763,Unidentified,1,
class-,Unidentified,1,
-{69d4,Unidentified,1,
nytime,Unidentified,1,
ln-{89,Unidentified,1,
_100_0,Unidentified,1,
cp0005,Unidentified,1,
fandan,Unidentified,1,
ia-{69,Unidentified,1,
xml-{6,Unidentified,1,
_03-21,Unidentified,1,
ia09,EBCDIC-US,1,
txt-{6,Unidentified,1,
cp0016,Unidentified,1,
q27,WordPerfect for MS-DOS Document (5.0),1,
Jul-80,EBCDIC-US,1,
icewat,Unidentified,1,
cv21,8-bit ASCII Text,1,
_intro,Unidentified,1,
_garth,Unidentified,1,
src,8-bit ASCII Text,1,
yah-{6,Unidentified,1,
smn,Unidentified,1,
t-{69d,Unidentified,1,
point-,Unidentified,1,
url-{c,Unidentified,1,
jpg-{6,Unidentified,1,
_001_0,Unidentified,1,
ini-{6,Unidentified,1,
co-{69,Unidentified,1,
t-{8c0,Unidentified,1,
txt-{8,Unidentified,1,
sfgate,Unidentified,1,
trsect,8-bit ASCII Text,1,
_11041,Unidentified,1,
_3gav6,Unidentified,1,
cass72,EBCDIC-US,1,
com;ti,Unidentified,1,
obts82,EBCDIC-US,1,
speci-,Unidentified,1,
y90020,8-bit ASCII Text,1,
myi-{6,Unidentified,1,
fi-{69,Unidentified,1,
lnk-{6,Unidentified,1,
_debat,Unidentified,1,
b,WordPerfect for MS-DOS/Windows Document (5.1),1,
52737%,Unidentified,1,
nd2520,EBCDIC-US,1,
htm-{6,Unidentified,1,
nypost,Unidentified,1,
d10100,Unidentified,1,
541%26,Unidentified,1,
md3180,EBCDIC-US,1,
com_pe,Unidentified,1,
_june%,Unidentified,1,
png-ts,Unidentified,1,
11_not,Unidentified,1,
_c0002,Unidentified,1,
rd3,Unidentified,1,
t-{608,Unidentified,1,
epesf4,8-bit ASCII Text,1,
t-{69d,Unidentified,1,
cdwt07,EBCDIC-US,1,
_low-i,Unidentified,1,
bankof,Unidentified,1,
j-{69d,Unidentified,1,
cp1,Acrobat PDF 1.4 - Portable Document Format (1.4),1,
tx-{89,Unidentified,1,
yah-{6,Unidentified,1,
rs3ja5,EBCDIC-US,1,
webtre,Unidentified,1,
go[6]-,Unidentified,1,
tx-{69,Unidentified,1,
drudge,Unidentified,1,
-{89dd,Unidentified,1,
de2,WordPerfect for MS-DOS Document (5.0),1,
cswws4,8-bit ASCII Text,1,
asg,WordPerfect for MS-DOS/Windows Document (6.0),1,
_pr%23,Unidentified,1,
10hold,Unidentified,1,
-{69d4,Unidentified,1,
_timek,Unidentified,1,
nel,WordPerfect for MS-DOS/Windows Document (6.0),1,
555485,Unidentified,1,
07_fbi,Unidentified,1,
colloq,Unidentified,1,
nj039,8-bit ASCII Text,1,
lst-{6,Unidentified,1,
tx-{69,Unidentified,1,
_find-,Unidentified,1,
proper,Unidentified,1,
postga,Unidentified,1,
_001_1,Unidentified,1,
bro90,8-bit ASCII Text,1,
-{69d4,Unidentified,1,
d12011,Unidentified,1,
nj025,8-bit ASCII Text,1,
shelby,Unidentified,1,
js-{69,Unidentified,1,
txt-{6,Unidentified,1,
147926,Unidentified,1,
cgbrdr,8-bit ASCII Text,1,
scaint,Unidentified,1,
-{89dd,Unidentified,1,
2%20(2,Unidentified,1,
ny5,Unidentified,1,
t-{69d,Unidentified,1,
class-,Unidentified,1,
root;d,Unidentified,1,
com;ad,Unidentified,1,
n15008,EBCDIC-US,1,
ak1g,EBCDIC-US,1,
pdf-{8,Unidentified,1,
06%20a,Unidentified,1,
barbec,Unidentified,1,
nation,Unidentified,1,
log-{6,Unidentified,1,
tx-{89,Unidentified,1,
-{69d4,Unidentified,1,
doc-{e,Unidentified,1,
_penci,Unidentified,1,
590608,Unidentified,1,
cp0016,Unidentified,1,
_adobe,Unidentified,1,
_34-35,Unidentified,1,
pip-{6,Unidentified,1,
tx-{69,Unidentified,1,
specif,Unidentified,1,
-{69d4,Unidentified,1,
9;sz=7,Unidentified,1,
sghag,Unidentified,1,
adg-{6,Unidentified,1,
nytime,Unidentified,1,
barnes,Unidentified,1,
mnimr,Unidentified,1,
net[-{,Unidentified,1,
aflcio,Unidentified,1,
shpwol,Unidentified,1,
3/29/2000,Unidentified,1,
_wrapm,Unidentified,1,
lt8,WordPerfect for MS-DOS Document (5.0),1,
15%20p,Unidentified,1,
jpg075,Unidentified,1,
_0187p,Unidentified,1,
cnp,Unidentified,1,
app96a,8-bit ASCII Text,1,
com%26,Unidentified,1,
lnk-{6,Unidentified,1,
acl-{6,Unidentified,1,
t-{69d,Unidentified,1,
c65,EBCDIC-US,1,
pp-{60,Unidentified,1,
lnk-{8,Unidentified,1,
com-in,Unidentified,1,
2235,Unidentified,1,
jamara,Unidentified,1,
debora,Unidentified,1,
lp2,WordPerfect for MS-DOS Document (5.0),1,
die,Unidentified,1,
webtre,Unidentified,1,
-{69d4,Unidentified,1,
shtlt5,8-bit ASCII Text,1,
_000_5,Unidentified,1,
fairfa,Unidentified,1,
-{69d4,Unidentified,1,
358351,Unidentified,1,
d09041,Unidentified,1,
com%26,Unidentified,1,
p2hf,EBCDIC-US,1,
vi01,8-bit ASCII Text,1,
-{69d4,Unidentified,1,
rdf-{8,Unidentified,1,
000193,Unidentified,1,
-{c991,Unidentified,1,
610,WordPerfect for MS-DOS/Windows Document (6.0),1,
server,Unidentified,1,
-{89dd,Unidentified,1,
jpg-{6,Unidentified,1,
us24,EBCDIC-US,1,
_mvi_9,Unidentified,1,
lnk-{8,Unidentified,1,
t-{69d,Unidentified,1,
wu,WordPerfect for MS-DOS Document (5.0),1,
_439_2,Unidentified,1,
-{69d4,Unidentified,1,
cp0016,Unidentified,1,
apt,WordPerfect for MS-DOS Document (5.0),1,
_jccic,Unidentified,1,
q793,Unidentified,1,
200523,EBCDIC-US,1,
d11042,Unidentified,1,
_canad,Unidentified,1,
sapapp,Unidentified,1,
dat-{6,Unidentified,1,
cwnews,Unidentified,1,
we-{8c,Unidentified,1,
pip-{6,Unidentified,1,
contex,Unidentified,1,
vi29,8-bit ASCII Text,1,
1;topi,Unidentified,1,
twn,Unidentified,1,
js-{69,Unidentified,1,
-{69d4,Unidentified,1,
tx-{69,Unidentified,1,
nj017,8-bit ASCII Text,1,
lnk-{6,Unidentified,1,
may27-,Unidentified,1,
-{69d4,Unidentified,1,
2010_d,Unidentified,1,
dat-{6,Unidentified,1,
50,WordPerfect for MS-DOS/Windows Document (6.0),1,
bogmet,Unidentified,1,
ursman,8-bit ASCII Text,1,
rs4in4,EBCDIC-US,1,
_00048,Unidentified,1,
com;ti,Unidentified,1,
25-ita,Unidentified,1,
js-{69,Unidentified,1,
_439_2,Unidentified,1,
ojpws5,Unidentified,1,
point-,Unidentified,1,
-{69d4,Unidentified,1,
tmus;t,Unidentified,1,
_maple,Unidentified,1,
kia,8-bit ASCII Text,1,
xl-{69,Unidentified,1,
com-st,Unidentified,1,
staffm,Unidentified,1,
config,Unidentified,1,
b18,EBCDIC-US,1,
ln-{69,Unidentified,1,
don?��,Unidentified,1,
obts81,Unidentified,1,
750322,EBCDIC-US,1,
16-{69,Unidentified,1,
oecla1,Unidentified,1,
319787,Unidentified,1,
me030,8-bit ASCII Text,1,
tmus;p,Unidentified,1,
_cape_,Unidentified,1,
kva,Unidentified,1,
docktc,Unidentified,1,
197498,Unidentified,1,
bellrt,EBCDIC-US,1,
networ,Unidentified,1,
sams13,EBCDIC-US,1,
127339,Unidentified,1,
sinlec,Unidentified,1,
_5%20x,Unidentified,1,
28_nrp,Unidentified,1,
l20,WordPerfect for MS-DOS Document (5.0),1,
eviden,Unidentified,1,
js-{69,Unidentified,1,
com;ti,Unidentified,1,
webt-{,Unidentified,1,
_dust_,Unidentified,1,
thursb,Unidentified,1,
rm2it5,Unidentified,1,
hz1c,8-bit ASCII Text,1,
com;ti,Unidentified,1,
ndles,EBCDIC-US,1,
com;ti,Unidentified,1,
pr01,8-bit ASCII Text,1,
txt-{c,Unidentified,1,
06_sas,Unidentified,1,
permit,Unidentified,1,
com;ti,Unidentified,1,
sc009,8-bit ASCII Text,1,
massga,Unidentified,1,
d-{c99,Unidentified,1,
go[2-{,Unidentified,1,
2.1534,Unidentified,1,
_bookm,Unidentified,1,
pointr,Unidentified,1,
mc1,Unidentified,1,
yahoo[,Unidentified,1,
_time%,Unidentified,1,
61666,Unidentified,1,
fraall,Unidentified,1,
ok025,8-bit ASCII Text,1,
com;ti,Unidentified,1,
lnk-{8,Unidentified,1,
nd012,8-bit ASCII Text,1,
tx-{69,Unidentified,1,
_001_1,Unidentified,1,
jpg028,Unidentified,1,
slopec,8-bit ASCII Text,1,
y03,EBCDIC-US,1,
_color,Unidentified,1,
servic,8-bit ASCII Text,1,
ows3it,Unidentified,1,
ppt-{6,Unidentified,1,
instal,Unidentified,1,
txt-{8,Unidentified,1,
strces,EBCDIC-US,1,
iie,WordPerfect for MS-DOS Document (5.0),1,
_001_2,Unidentified,1,
73d,Unidentified,1,
xls-{6,Unidentified,1,
ok039,8-bit ASCII Text,1,
sc015,8-bit ASCII Text,1,
lnk-{6,Unidentified,1,
-{69d4,Unidentified,1,
nal,WordPerfect for MS-DOS Document (5.0),1,
memono,Unidentified,1,
iht[-{,Unidentified,1,
dat-{6,Unidentified,1,
_f97a5,Unidentified,1,
mfl-{6,Unidentified,1,
css-{6,Unidentified,1,
q4s4,8-bit ASCII Text,1,
diplom,Unidentified,1,
tx-{69,Unidentified,1,
html%2,Unidentified,1,
n88w19,EBCDIC-US,1,
laf1,8-bit ASCII Text,1,
mn1g,EBCDIC-US,1,
php%26,Unidentified,1,
13orri,Unidentified,1,
_merge,Unidentified,1,
_infle,Unidentified,1,
-{69d4,Unidentified,1,
cho,WordPerfect for MS-DOS Document (5.0),1,
invoic,Unidentified,1,
cze90f,8-bit ASCII Text,1,
xml-{8,Unidentified,1,
lnk-{6,Unidentified,1,
ln-{69,Unidentified,1,
03%201,Unidentified,1,
pat,WordPerfect for MS-DOS/Windows Document (6.0),1,
stfetp,8-bit ASCII Text,1,
lst-{6,Unidentified,1,
pdf-{6,Unidentified,1,
ralo,EBCDIC-US,1,
_04051,Unidentified,1,
nj8760,EBCDIC-US,1,
d08101,Unidentified,1,
dsisru,Unidentified,1,
foxnew,Unidentified,1,
native,Unidentified,1,
ney91,EBCDIC-US,1,
cas82,EBCDIC-US,1,
960922,Unidentified,1,
_ncsac,Unidentified,1,
confi_,Unidentified,1,
10_csm,Unidentified,1,
proper,Unidentified,1,
d09112,Unidentified,1,
q3s1,8-bit ASCII Text,1,
aa353,8-bit ASCII Text,1,
cp0005,Unidentified,1,
t-{608,Unidentified,1,
acl-{6,Unidentified,1,
-{e234,Unidentified,1,
_001_1,Unidentified,1,
23%20w,Unidentified,1,
natpar,Unidentified,1,
oc80jl,Unidentified,1,
pip-{6,Unidentified,1,
myd-{6,Unidentified,1,
com;ti,Unidentified,1,
hops,Unidentified,1,
ln-{69,Unidentified,1,
_05109,Unidentified,1,
thrill,Unidentified,1,
recep-,Unidentified,1,
lnk-{8,Unidentified,1,
smbdel,Unidentified,1,
t-{69d,Unidentified,1,
txt-{8,Unidentified,1,
ini-{6,Unidentified,1,
g-{69d,Unidentified,1,
-{89dd,Unidentified,1,
_aa017,Unidentified,1,
_educa,Unidentified,1,
-{69d4,Unidentified,1,
2ir,WordPerfect for MS-DOS/Windows Document (6.0),1,
%20wes,Unidentified,1,
com;ti,Unidentified,1,
_04061,Unidentified,1,
t-{69d,Unidentified,1,
_carav,Unidentified,1,
_snmpt,Unidentified,1,
go[-{6,Unidentified,1,
txt-{6,Unidentified,1,
pip-{6,Unidentified,1,
&tp,Unidentified,1,
jpg059,Unidentified,1,
_comma,Unidentified,1,
tx-{89,Unidentified,1,
07c,Unidentified,1,
sitesu,Unidentified,1,
jsonrp,Unidentified,1,
cch-{6,Unidentified,1,
specif,Unidentified,1,
fl026,8-bit ASCII Text,1,
63[-{8,Unidentified,1,
hem14c,8-bit ASCII Text,1,
scf-{6,Unidentified,1,
future,Unidentified,1,
hrb,Unidentified,1,
_20111,Unidentified,1,
_wait_,Unidentified,1,
_037_3,Unidentified,1,
yahoo[,Unidentified,1,
071102,Unidentified,1,
doc-{e,Unidentified,1,
tx-{89,Unidentified,1,
xls-{6,Unidentified,1,
lnk-{8,Unidentified,1,
burstn,Unidentified,1,
-{89dd,Unidentified,1,
_12131,Unidentified,1,
5.00e+,Unidentified,1,
qsu,Unidentified,1,
pip-{6,Unidentified,1,
da4,EBCDIC-US,1,
045746,Unidentified,1,
_ole%2,Unidentified,1,
_439_3,Unidentified,1,
pdf-{6,Unidentified,1,
t-{69d,Unidentified,1,
000296,Unidentified,1,
op2,EBCDIC-US,1,
dat-{6,Unidentified,1,
swf-{6,Unidentified,1,
direct,Unidentified,1,
evite[,Unidentified,1,
se-{8c,Unidentified,1,
prepsp,Unidentified,1,
txt-{6,Unidentified,1,
dat-{6,Unidentified,1,
yieldm,Unidentified,1,
cag-{6,Unidentified,1,
_01221,Unidentified,1,
stone,8-bit ASCII Text,1,
_439_3,Unidentified,1,
micros,Unidentified,1,
9a64a9,Unidentified,1,
picka,8-bit ASCII Text,1,
txt-{8,Unidentified,1,
ini-{6,Unidentified,1,
ihc,WordPerfect for MS-DOS Document (5.0),1,
_g1_%2,Unidentified,1,
txt-{6,Unidentified,1,
_marig,Unidentified,1,
d-{7ae,Unidentified,1,
_medal,Unidentified,1,
_neon%,Unidentified,1,
t-{89d,Unidentified,1,
d-{89d,Unidentified,1,
bud96t,8-bit ASCII Text,1,
gib,Chart (Graph-in-the-Box),1,
yie-{c,Unidentified,1,
com;or,Unidentified,1,
oh006,8-bit ASCII Text,1,
-{69d4,Unidentified,1,
bud96p,8-bit ASCII Text,1,
y90050,8-bit ASCII Text,1,
-{69d4,Unidentified,1,
prefs_,Unidentified,1,
wonket,Unidentified,1,
pip-{6,Unidentified,1,
go[1-{,Unidentified,1,
in!,Unidentified,1,
t-{89d,Unidentified,1,
payle-,Unidentified,1,
cp0012,Unidentified,1,
jpg-{6,Unidentified,1,
_canno,Unidentified,1,
t6asc,8-bit ASCII Text,1,
20;sz=,Unidentified,1,
_09101,Unidentified,1,
pf95do,8-bit ASCII Text,1,
_000_5,Unidentified,1,
0@_,Unidentified,1,
_427a3,Unidentified,1,
-{69d4,Unidentified,1,
ini-{6,Unidentified,1,
reuter,Unidentified,1,
ru4[3],Unidentified,1,
samm8,Acrobat PDF 1.4 - Portable Document Format (1.4),1,
we-{69,Unidentified,1,
a-{69d,Unidentified,1,
ptx,Unidentified,1,
ju,Unidentified,1,
lnk-{6,Unidentified,1,
_00322,Unidentified,1,
ad-{69,Unidentified,1,
specif,Unidentified,1,
n87w10,EBCDIC-US,1,
147903,Unidentified,1,
ini-{6,Unidentified,1,
_07151,Unidentified,1,
timeli,Unidentified,1,
bank-{,Unidentified,1,
csss08,EBCDIC-US,1,
mgjag,Unidentified,1,
-{69d4,Unidentified,1,
op3,Unidentified,1,
nypost,Unidentified,1,
sa2769,EBCDIC-US,1,
_red%2,Unidentified,1,
10_jk,Unidentified,1,
adgar-,Unidentified,1,
lei,WordPerfect for MS-DOS Document (5.0),1,
pip-{6,Unidentified,1,
d10120,Unidentified,1,
tx-{69,Unidentified,1,
_000_5,Unidentified,1,
cphw2,8-bit ASCII Text,1,
200505,8-bit ASCII Text,1,
tx-{69,Unidentified,1,
nexis[,Unidentified,1,
xlb-{8,Unidentified,1,
_inter,Unidentified,1,
txt-{6,Unidentified,1,
ks1g,EBCDIC-US,1,
sce,Unidentified,1,
pl94az,EBCDIC-US,1,
artt07,EBCDIC-US,1,
_itc%2,Unidentified,1,
14-Apr,Unidentified,1,
talkin,Unidentified,1,
_20110,Unidentified,1,
_e2g8y,Unidentified,1,
_cert_,Unidentified,1,
mk7,Unidentified,1,
_memor,Unidentified,1,
22_ot&,Unidentified,1,
pdf-{e,Unidentified,1,
slotki,Unidentified,1,
ms07,EBCDIC-US,1,
pcmds8,EBCDIC-US,1,
foxspo,Unidentified,1,
d11090,Unidentified,1,
ini-{6,Unidentified,1,
_quote,Unidentified,1,
foxn-{,Unidentified,1,
servic,8-bit ASCII Text,1,
_categ,Unidentified,1,
_ipv4i,Unidentified,1,
txt-{8,Unidentified,1,
cv63,8-bit ASCII Text,1,
pointr,Unidentified,1,
findar,Unidentified,1,
w5cr,Unidentified,1,
js-{69,Unidentified,1,
com-{6,Unidentified,1,
cp0016,Unidentified,1,
